高橋千鶴子,衆議院議員,日本共産党,,東北ブロック,1959/9/16,,empty
田村貴昭,衆議院議員,日本共産党,,九州ブロック,1961/4/30,,empty
宮本岳志,衆議院議員,日本共産党,,近畿ブロック,1959/12/25,,empty
宮本徹,衆議院議員,日本共産党,,東京ブロック,1972/1/22,,empty
本村伸子,衆議院議員,日本共産党,,東海ブロック,1972/10/20,,empty
伊藤岳,参議院議員,日本共産党,埼玉,,1960/3/6,,empty
市田忠義,参議院議員,日本共産党,比例,,1942/12/28,,empty
井上哲士,参議院議員,日本共産党,比例,,1958/5/5,,empty
岩渕友,参議院議員,日本共産党,比例,,1976/10/3,,empty
紙智子,参議院議員,日本共産党,比例,,1955/1/13,,empty
吉良よし子,参議院議員,日本共産党,東京,,1982/9/14,,empty
倉林明子,参議院議員,日本共産党,京都,,1960/12/3,,empty
小池晃,参議院議員,日本共産党,比例,,1960/6/9,,empty
大門実紀史,参議院議員,日本共産党,比例,,1956/1/10,,empty
武田良介,参議院議員,日本共産党,比例,,1979/8/13,,empty
田村智子,参議院議員,日本共産党,比例,,1965/7/4,,empty
山下芳生,参議院議員,日本共産党,比例,,1960/2/27,,empty
山添拓,参議院議員,日本共産党,東京,,1984/11/20,,empty
早坂あつし,衆議院議員,日本維新の会,宮城4区,,1971/3/11,,empty
高橋秀明,衆議院議員,日本維新の会,埼玉2区,,1963/5/10,,empty
沢田良,衆議院議員,日本維新の会,埼玉15区,,1979/9/27,,empty
藤巻けんた,衆議院議員,日本維新の会,千葉6区,,1983/10/7,,empty
小野たいすけ,衆議院議員,日本維新の会,東京1区,,1974/4/20,,empty
阿部司,衆議院議員,日本維新の会,東京12区,,1982/6/18,,empty
浅川義治,衆議院議員,日本維新の会,神奈川1区,,1968/2/23,,empty
金村りゅうな,衆議院議員,日本維新の会,神奈川10区,,1979/4/6,,empty
吉田豊史,衆議院議員,日本維新の会,富山1区,,1970/4/10,,empty
岬まき,衆議院議員,日本維新の会,愛知5区,,1968/12/26,,empty
杉本和巳,衆議院議員,日本維新の会,愛知10区,,1960/9/17,,empty
堀場さち子,衆議院議員,日本維新の会,京都1区,,1979/3/24,,empty
井上英孝,衆議院議員,日本維新の会,大阪1区,,1971/10/25,会計監査人代表、選対本部長補佐（組織局長兼任・幹事）,empty
森島正,衆議院議員,日本維新の会,大阪2区,,1981/7/15,,empty
ミノベテルオ,衆議院議員,日本維新の会,大阪4区,,1961/5/23,,empty
奥下たけみつ,衆議院議員,日本維新の会,大阪7区,,1975/10/4,,empty
うるま譲司,衆議院議員,日本維新の会,大阪8区,,1974/9/14,,empty
あだち康史,衆議院議員,日本維新の会,大阪9区,,1965/10/14,,empty
池下卓,衆議院議員,日本維新の会,大阪10区,,1975/4/10,会計監査人,empty
中司宏,衆議院議員,日本維新の会,大阪11区,,1956/3/11,,empty
藤田文武,衆議院議員,日本維新の会,大阪12区,,1980/12/27,幹事長,empty
岩谷良平,衆議院議員,日本維新の会,大阪13区,,1980/6/7,,empty
あおやぎ仁士,衆議院議員,日本維新の会,大阪14区,,1978/11/7,,empty
うらの靖人,衆議院議員,日本維新の会,大阪15区,,1973/4/4,組織局長（選対本部長補佐兼任・総務会委員）,empty
馬場伸幸,衆議院議員,日本維新の会,大阪17区,,1965/1/27,共同代表（国会議員団の長兼任）,empty
遠藤たかし,衆議院議員,日本維新の会,大阪18区,,1968/6/6,,empty
いとう信久,衆議院議員,日本維新の会,大阪19区,,1964/1/4,,empty
一谷勇一郎,衆議院議員,日本維新の会,兵庫1区,,1975/1/22,,empty
和田有一郎,衆議院議員,日本維新の会,兵庫3区,,1964/10/23,,empty
アカギ正幸,衆議院議員,日本維新の会,兵庫4区,,1975/2/22,,empty
遠藤りょうた,衆議院議員,日本維新の会,兵庫5区,,1984/12/19,,empty
いちむら浩一郎,衆議院議員,日本維新の会,兵庫6区,,1964/7/16,,empty
三木けえ,衆議院議員,日本維新の会,兵庫7区,,1966/7/7,,empty
ほりいけんじ,衆議院議員,日本維新の会,兵庫10区,,1967/1/10,,empty
住吉ひろき,衆議院議員,日本維新の会,兵庫11区,,1985/1/24,,empty
池畑こうたろう,衆議院議員,日本維新の会,兵庫12区,,1974/9/26,,empty
前川きよしげ,衆議院議員,日本維新の会,奈良1区,,1962/12/22,,empty
空元せいき,衆議院議員,日本維新の会,広島4区,,1964/3/11,,empty
吉田よも代,衆議院議員,日本維新の会,徳島1区,,1975/2/23,,empty
山本ごうせい,衆議院議員,日本維新の会,福岡1区,,1972/1/1,,empty
あべひろき,参議院議員,日本維新の会,福岡4区,,1961/12/15,,empty
鈴木宗男,参議院議員,日本維新の会,比例,,1948/1/31,,empty
音喜多駿,参議院議員,日本維新の会,東京,,1983/9/21,政務調査会長（維新政治塾長兼任）,empty
浅田均,参議院議員,日本維新の会,大阪,,1950/12/29,,empty
東とおる,参議院議員,日本維新の会,大阪,,1966/9/16,,empty
梅村みずほ,参議院議員,日本維新の会,大阪,,1978/9/10,,empty
高木かおり,参議院議員,日本維新の会,大阪,,1972/10/10,,empty
片山大介,参議院議員,日本維新の会,兵庫,,1966/10/6,,empty
清水貴之,参議院議員,日本維新の会,兵庫,,1974/6/29,,empty
石井あきら,参議院議員,日本維新の会,比例,,1957/5/6,,empty
石井苗子,参議院議員,日本維新の会,比例,,1954/2/25,,empty
梅村さとし,参議院議員,日本維新の会,比例,,1975/2/13,,empty
片山虎之助,参議院議員,日本維新の会,比例,,1935/8/2,,empty
柴田巧,参議院議員,日本維新の会,比例,,1960/12/11,,empty
むろい邦彦,参議院議員,日本維新の会,比例,,1947/4/10,,empty
やながせ裕文,参議院議員,日本維新の会,比例,,1974/11/8,総務会長（全国維新連絡会会長兼務）,empty
